AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N,PCT,RAP,Section,Subject,Subject_Label,Workload,YearTerm,Instructors
3.64,SEM - Seminar,4.5,5.07,4311,Housing Policies and Practices,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,002,ENVD,Environmental Design,,20141,
3.42,SEM - Seminar,5,5.5,4322,Special Topics: Graphics,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,003,ENVD,Environmental Design,,20141,
3.63,SEM - Seminar,4.61,5.28,4352,Special Topics: Computer Methods,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,001,ENVD,Environmental Design,,20141,
3.25,SEM - Seminar,5,5.73,4352,Special Topics: Computer Methods,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,002,ENVD,Environmental Design,,20141,
3.16,SEM - Seminar,5.4,5.6,4352,Special Topics: Computer Methods,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,003,ENVD,Environmental Design,,20141,
3.27,LEC - Lecture,4.78,4.78,4361,Special Topics: Social Factors in Design,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,001,ENVD,Environmental Design,,20141,
3.38,LEC - Lecture,5.11,5.83,4361,Special Topics: Social Factors in Design,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,002,ENVD,Environmental Design,,20141,
2.89,SEM - Seminar,5.2,5.47,4365,Special Topics: Technology and Practice,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,001,ENVD,Environmental Design,,20141,
3.29,SEM - Seminar,5.33,5.67,4365,Special Topics: Technology and Practice,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,002,ENVD,Environmental Design,,20141,
3.52,SEM - Seminar,5.07,5.71,4420,Senior Capstone Seminar,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,001,ENVD,Environmental Design,,20141,
3.8,SEM - Seminar,3.33,3.67,4420,Senior Capstone Seminar,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,002,ENVD,Environmental Design,,20141,
3.47,SEM - Seminar,5,5.9,4764,Special Topics: Theory and Criticism in Environmental Design,4XXX,AP,ARPL,,0,1,P  - In Person,Upper,1,1,,,1,801,ENVD,Environmental Design,,20141,
2.99,SEM - Seminar,4.94,5.67,4794,History of Urban Design and Planning,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,1,,,0,001,ENVD,Environmental Design,,20141,
,INT - Internship,,,4939,Internship,4XXX,AP,ARPL,,0,3,P  - In Person,Upper,1,,,,1,801,ENVD,Environmental Design,,20141,
3.42,LEC - Lecture,4.38,4.43,1400,History of World Art 2,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,100,ARTH,Art History,,20141,
2.77,LEC - Lecture,,,1400,History of World Art 2,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,,,,0,285,ARTH,Art History,,20141,
3.43,LEC - Lecture,5,5.38,2409,Intro to Asian Art,2XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTH,Art History,,20141,
3.5,SEM - Seminar,4.84,5.32,3109,Art in Contemporary Society,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTH,Art History,,20141,
3.1,LEC - Lecture,5.28,5.52,3729,Foundations in Latin American Art,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTH,Art History,,20141,
2.47,LEC - Lecture,4.08,3.85,4319,European Art from 1830 to 1886,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTH,Art History,,20141,
2.58,LEC - Lecture,4.84,5.12,4599,Contemporary Architecture,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTH,Art History,,20141,
2.83,LEC - Lecture,5.21,5.46,4609,Critical Issues in Photography,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTH,Art History,,20141,
3.61,SEM - Seminar,4.83,5.17,4919,Capstone Seminar: Topics in Art History,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,002,ARTH,Art History,,20141,
3.01,LEC - Lecture,4.83,4.83,4929,Special Topics in Art History,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,2,1,,,0,002,ARTH,Art History,,20141,
3.38,LEC - Lecture,5.1,5.58,4929,Special Topics in Art History,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,003,ARTH,Art History,,20141,
3.92,LEC - Lecture,4.73,4.91,4929,Special Topics in Art History,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,1,800,ARTH,Art History,,20141,
3.66,INT - Internship,5.64,6,4939,Art Museum Internship,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,1,800,ARTH,Art History,,20141,
3.95,STU - Studio,5.54,5.62,1003,Printmaking for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.73,STU - Studio,5.27,5.5,1003,Printmaking for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
3.64,STU - Studio,4.88,5.35,1010,Introduction to Studio Art,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.71,STU - Studio,3.78,3.56,1010,Introduction to Studio Art,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
3.49,STU - Studio,4.4,4.6,1010,Introduction to Studio Art,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,004,ARTS,Art Studio and Non-Studio,,20141,
3.71,STU - Studio,4.53,4.13,1012,Drawing for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.67,STU - Studio,3.72,4.28,1020,Introduction to Studio Art 2,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.22,STU - Studio,4.14,5.43,1020,Introduction to Studio Art 2,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
3.72,STU - Studio,4.61,5.39,1020,Introduction to Studio Art 2,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,003,ARTS,Art Studio and Non-Studio,,20141,
3.48,STU - Studio,4.17,4.25,1020,Introduction to Studio Art 2,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,004,ARTS,Art Studio and Non-Studio,,20141,
3.36,STU - Studio,4.33,5.42,1020,Introduction to Studio Art 2,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,005,ARTS,Art Studio and Non-Studio,,20141,
3.48,STU - Studio,4.62,5.15,1030,Principles of Color,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3,STU - Studio,4.83,4.42,1171,Photography for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
2.96,STU - Studio,5.5,5.64,1171,Photography for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
4,STU - Studio,,,1171,Photography for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,,,,0,285,ARTS,Art Studio and Non-Studio,,20141,
4,STU - Studio,,,1171,Photography for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,,,,0,286,ARTS,Art Studio and Non-Studio,,20141,
2.87,STU - Studio,4.7,5.2,1202,Beginning Painting 1,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
3.12,STU - Studio,5,4.88,1212,Painting for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.76,STU - Studio,,,1212,Painting for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,,,,0,285,ARTS,Art Studio and Non-Studio,,20141,
3.81,STU - Studio,5.17,5.42,1514,Sculpture for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.25,STU - Studio,5.6,5.9,1875,Ceramics for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.39,STU - Studio,5.73,5.73,1875,Ceramics for Non-Majors,1XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
3.38,STU - Studio,5.58,5.75,2002,Figure Drawing,2XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.22,STU - Studio,5.5,5.3,2095,Ceramics 2: Wheelthrowing,2XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.72,STU - Studio,5.38,5.63,2126,Digital Art 1,2XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
4,STU - Studio,,,2126,Digital Art 1,2XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,,,,0,285,ARTS,Art Studio and Non-Studio,,20141,
3.59,STU - Studio,5.4,5.7,2171,Photography 1,2XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
4,STU - Studio,5.5,6,2171,Photography 1,2XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
3.81,STU - Studio,5.54,5.73,2202,Figure Painting,2XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.43,STU - Studio,5,5.08,2303,Beginning Relief,2XXX,AS,AAAH,AH,0,3,P  - In Person,Lower,2,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.85,STU - Studio,5.57,5.79,3002,Drawing Alternative Process/Materials,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.35,STU - Studio,5,5.09,3085,Ceramics 3,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
2.56,STU - Studio,3.43,3.07,3191,Photography 3,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.57,STU - Studio,4.67,4.67,3202,Painting Alternative Process/Materials,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.31,STU - Studio,5.2,5.2,3202,Painting Alternative Process/Materials,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
3.71,STU - Studio,5.14,5.43,3403,Intaglio 1,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,3,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.45,STU - Studio,4.57,4.86,3413,Lithography 1,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,3,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
4,INT - Internship,5.86,5.71,3937,Internship,3XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,1,800,ARTS,Art Studio and Non-Studio,,20141,
3.62,STU - Studio,5.69,5.94,4002,Advanced Drawing/Portfolio,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.69,STU - Studio,6,6,4017,Special Topics in Studio Arts,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,2,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.32,SEM - Seminar,5,5.67,4095,Special Topics in Ceramics,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
3.79,LEC - Lecture,5.29,5.64,4097,Special Topics---Non-Studio,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,2,1,,,0,002,ARTS,Art Studio and Non-Studio,,20141,
3.88,STU - Studio,4.8,5,4104,Performance/Installation,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,2,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.67,SEM - Seminar,5.82,5.91,4117,BFA Seminar,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,1,800,ARTS,Art Studio and Non-Studio,,20141,
3.46,STU - Studio,5.69,5.77,4126,Digital Art 2,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.26,STU - Studio,5.09,5.36,4171,New Directions in Photography,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.62,STU - Studio,4.69,5,4196,Advanced Photo-Imaging,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,2,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.54,STU - Studio,4.67,4.89,4202,Advanced Painting/Portfolio,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,1,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.21,SEM - Seminar,3.75,4.13,4217,Art  & Race/Ethnicity,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,2,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.21,LEC - Lecture,5.08,5.38,4316,History and Theory of Digital Art,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,4,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
4,STU - Studio,6,6,4453,Monotype 2,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,2,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
3.25,SEM - Seminar,5.08,5.08,4457,Sound Art Seminar,4XXX,AS,AAAH,AH,0,3,P  - In Person,Upper,2,1,,,0,001,ARTS,Art Studio and Non-Studio,,20141,
2.68,LEC - Lecture,4.54,4.99,2001,The American West,2XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,1,1,,,0,001,CAMW,Center of the American West,,20141,
2.92,LEC - Lecture,,,2001,The American West,2XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,1,,,,0,170,CAMW,Center of the American West,,20141,
3.57,SEM - Seminar,,,2000,The Western Tradition,2XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,1,1,,,0,001,CWCV,Center for Western Civilizatio,,20141,
2.99,LEC - Lecture,5,4.75,2000,"Introduction to Lesbian, Gay, Bisexual, and Transgender Studies",2XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,2,1,,,0,001,LGBT,Lesbn/Gay/Bisexual Stdys,,20141,
3.02,SEM - Seminar,,,1600,Gender and Film,1XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,1,,,,0,285,LIBB,Libby Residential Acad Prgm,,20141,
3.71,SEM - Seminar,,,1700,The History of Communication from Caves to Cyberspace,1XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,1,,,,0,285,LIBB,Libby Residential Acad Prgm,,20141,
3.58,SEM - Seminar,,,1700,The History of Communication from Caves to Cyberspace,1XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,1,,,,0,286,LIBB,Libby Residential Acad Prgm,,20141,
3.36,LEC - Lecture,,,2013,Film and the Quest for Truth,2XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,1,,,,0,130,LIBB,Libby Residential Acad Prgm,,20141,
2.81,LEC - Lecture,,,2013,Film and the Quest for Truth,2XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,1,,,,0,285,LIBB,Libby Residential Acad Prgm,,20141,
3.44,LEC - Lecture,,,2800,Horror Films and American Culture,2XXX,AS,AHPC,AH,0,3,P  - In Person,Lower,1,,,,0,285,LIBB,Libby Residential Acad Prgm,,20141,
2.54,LEC - Lecture,4.36,4.51,1012,Introduction to Chinese Civilization,1XXX,AS,ALAC,AH,0,4,P  - In Person,Lower,1,1,,,0,010,CHIN,Chinese,,20141,
3.13,LEC - Lecture,5.35,5.57,1020,Beginning Chinese 2,1XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,3,,,0,002,CHIN,Chinese,,20141,
2.96,LEC - Lecture,4.69,4.63,1020,Beginning Chinese 2,1XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,004,CHIN,Chinese,,20141,
3.53,LEC - Lecture,5.28,5.83,2120,Intermediate Chinese 2,2XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,001,CHIN,Chinese,,20141,
3.03,LEC - Lecture,5.04,5.3,2120,Intermediate Chinese 2,2XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,002,CHIN,Chinese,,20141,
3.31,LEC - Lecture,4.94,5.66,3120,Advanced Chinese 2,3XXX,AS,ALAC,AH,0,5,P  - In Person,Upper,1,2,,,0,001,CHIN,Chinese,,20141,
3.37,LEC - Lecture,4.33,5.25,3311,The Dao and the World in Medieval China,3XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,1,1,,,0,001,CHIN,Chinese,,20141,
3.32,LEC - Lecture,4.93,5.2,3321,Culture and Literature of Ancient China,3XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,1,1,,,0,001,CHIN,Chinese,,20141,
3.34,LEC - Lecture,5.11,5.39,3341,Literature and Popular Culture in Modern China,3XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,1,1,,,0,001,CHIN,Chinese,,20141,
3.61,LEC - Lecture,5.63,5.75,4120,Advanced Readings in Modern Chinese 2,4XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,1,1,,,0,001,CHIN,Chinese,,20141,
3.75,LEC - Lecture,4.44,4,1020,Beginning Farsi 2,1XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,1,,,0,001,FRSI,Farsi,,20141,
3.2,LEC - Lecture,4.56,4.64,1011,Introduction to South Asian Civilizations,1XXX,AS,ALAC,AH,0,3,P  - In Person,Lower,1,1,,,0,001,HIND,Hindi,,20141,
3.45,LEC - Lecture,5.71,4.93,1020,Beginning Japanese 2,1XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,001,JPNS,Japanese,,20141,
3.23,LEC - Lecture,5.9,5.9,1020,Beginning Japanese 2,1XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,002,JPNS,Japanese,,20141,
3.5,LEC - Lecture,5.06,5.06,1020,Beginning Japanese 2,1XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,003,JPNS,Japanese,,20141,
3.25,LEC - Lecture,5.92,5.85,1020,Beginning Japanese 2,1XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,004,JPNS,Japanese,,20141,
3.07,LEC - Lecture,5.58,5.67,1020,Beginning Japanese 2,1XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,005,JPNS,Japanese,,20141,
3.43,LEC - Lecture,5.61,5.87,1051,Masterpieces of Japanese Literature in Translation,1XXX,AS,ALAC,AH,0,3,P  - In Person,Lower,1,1,,,0,001,JPNS,Japanese,,20141,
2.85,LEC - Lecture,5.75,5.82,2120,Intermediate Japanese 2,2XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,001,JPNS,Japanese,,20141,
3.27,LEC - Lecture,5.68,5.73,2120,Intermediate Japanese 2,2XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,2,,,0,002,JPNS,Japanese,,20141,
3.12,LEC - Lecture,5.26,5.59,3120,Advanced Japanese 2,3XXX,AS,ALAC,AH,0,5,P  - In Person,Upper,1,2,,,0,001,JPNS,Japanese,,20141,
3.03,LEC - Lecture,5.27,5.6,3120,Advanced Japanese 2,3XXX,AS,ALAC,AH,0,5,P  - In Person,Upper,1,2,,,0,002,JPNS,Japanese,,20141,
3.28,LEC - Lecture,4,5.5,3200,Adv Wrtg Topics on Chinese & Japanese Literature and Civilization,3XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,2,1,,,0,001,JPNS,Japanese,,20141,
2.97,LEC - Lecture,4.83,5,3200,Adv Wrtg Topics on Chinese & Japanese Literature and Civilization,3XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,2,1,,,0,002,JPNS,Japanese,,20141,
3.18,LEC - Lecture,5,5.23,3811,"Love, Death, and Desire: Classical Japanese Literature in Translation",3XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,1,1,,,0,001,JPNS,Japanese,,20141,
3.3,LEC - Lecture,5.53,5.95,3831,The Floating World of Play and Passion: Early Modern Japanese Literature in Translation,3XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,1,1,,,0,001,JPNS,Japanese,,20141,
3.62,LEC - Lecture,5.67,6,4120,Advanced Readings in Modern Japanese 2,4XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,1,1,,,0,002,JPNS,Japanese,,20141,
3.64,LEC - Lecture,5.6,5.6,4300,Open Topics: Readings in Japanese,4XXX,AS,ALAC,AH,0,3,P  - In Person,Upper,1,1,,,0,001,JPNS,Japanese,,20141,
3.75,LEC - Lecture,5.41,5.53,1020,Beginning Korean 2,1XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,1,,,0,001,KREN,Korean,,20141,
4,LEC - Lecture,5.13,5,2120,Intermediate Korean 2,2XXX,AS,ALAC,AH,0,5,P  - In Person,Lower,1,1,,,0,001,KREN,Korean,,20141,
4,LEC - Lecture,4.55,5.22,3120,Advanced Korean 2,3XXX,AS,ALAC,AH,0,5,P  - In Person,Upper,1,1,,,0,001,KREN,Korean,,20141,
3.07,LEC - Lecture,4.29,4.77,1135,Exploring a Non-Western Culture: TBA,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,1,,,0,010,ANTH,Anthropology,,20141,
2.97,LEC - Lecture,4.25,4.71,1145,Exploring a Non-Western Culture: The Aztecs,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,1,,,0,010,ANTH,Anthropology,,20141,
3.45,LEC - Lecture,,,1150,Exploring a Non-Western Culture: Regional Cultures of Africa,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,,,,0,130,ANTH,Anthropology,,20141,
3.32,LEC - Lecture,,,1150,Exploring a Non-Western Culture: Regional Cultures of Africa,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,,,,0,250,ANTH,Anthropology,,20141,
3.62,LEC - Lecture,,,1160,The Ancient Egyptian Civilization,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,,,,0,430,ANTH,Anthropology,,20141,
2.69,LEC - Lecture,4.69,5.18,1170,Exploring Culture and Gender through Film,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,1,,,0,001,ANTH,Anthropology,,20141,
2.63,LEC - Lecture,3.98,3.99,1170,Exploring Culture and Gender through Film,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,1,,,0,002,ANTH,Anthropology,,20141,
2.59,LEC - Lecture,,,1170,Exploring Culture and Gender through Film,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,,,,0,220,ANTH,Anthropology,,20141,
2.99,LEC - Lecture,,,1190,Origins of Ancient Civilizations,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,1,,,0,001,ANTH,Anthropology,,20141,
3.5,LEC - Lecture,,,1190,Origins of Ancient Civilizations,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,,,,0,170,ANTH,Anthropology,,20141,
3.63,LEC - Lecture,,,1190,Origins of Ancient Civilizations,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,,,,0,430,ANTH,Anthropology,,20141,
3.25,LEC - Lecture,,,1200,Culture and Power,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,,,,0,130,ANTH,Anthropology,,20141,
3.08,LEC - Lecture,,,1200,Culture and Power,1XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,,,,0,220,ANTH,Anthropology,,20141,
2.84,LEC - Lecture,5.19,5.72,2020,Introduction to Physical Anthropology 2,2XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,1,,,0,001,ANTH,Anthropology,,20141,
2.8,LEC - Lecture,4.95,5.51,2020,Introduction to Physical Anthropology 2,2XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,1,,,0,002,ANTH,Anthropology,,20141,
3.22,LEC - Lecture,5.12,5.46,2020,Introduction to Physical Anthropology 2,2XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,1,,,0,003,ANTH,Anthropology,,20141,
3.49,LEC - Lecture,,,2020,Introduction to Physical Anthropology 2,2XXX,AS,ANTH,SS,0,3,P  - In Person,Lower,1,,,,0,130,ANTH,Anthropology,,20141,
3.89,LEC - Lecture,5.4,5.67,2020,Introduction to Physical Anthropology 2,2XXX,AS,ANTH,SS,1,3,P  - In Person,Lower,1,1,,,0,880,ANTH,Anthropology,,20141,
3.16,MLS - Main Lab,5.54,5.77,2040,Laboratory in Physical Anthropology 2,2XXX,AS,ANTH,SS,0,1,P  - In Person,Lower,1,1,,,0,001,ANTH,Anthropology,,20141,
2.93,MLS - Main Lab,4.93,5.71,2040,Laboratory in Physical Anthropology 2,2XXX,AS,ANTH,SS,0,1,P  - In Person,Lower,1,1,,,0,002,ANTH,Anthropology,,20141,
3.32,MLS - Main Lab,5.17,5.42,2040,Laboratory in Physical Anthropology 2,2XXX,AS,ANTH,SS,0,1,P  - In Person,Lower,1,1,,,0,003,ANTH,Anthropology,,20141,
3.52,MLS - Main Lab,5,5.69,2040,Laboratory in Physical Anthropology 2,2XXX,AS,ANTH,SS,0,1,P  - In Person,Lower,1,1,,,0,004,ANTH,Anthropology,,20141,
2.94,MLS - Main Lab,3.77,4.69,2040,Laboratory in Physical Anthropology 2,2XXX,AS,ANTH,SS,0,1,P  - In Person,Lower,1,1,,,0,005,ANTH,Anthropology,,20141,
3.03,MLS - Main Lab,4.31,5,2040,Laboratory in Physical Anthropology 2,2XXX,AS,ANTH,SS,0,1,P  - In Person,Lower,1,1,,,0,006,ANTH,Anthropology,,20141,
3.29,MLS - Main Lab,4.07,4.67,2040,Laboratory in Physical Anthropology 2,2XXX,AS,ANTH,SS,0,1,P  - In Person,Lower,1,1,,,0,007,ANTH,Anthropology,,20141,
3.02,MLS - Main Lab,4.62,5.69,2040,Laboratory in Physical Anthropology 2,2XXX,AS,ANTH,SS,0,1,P  - In Person,Lower,1,1,,,0,008,ANTH,Anthropology,,20141,
3.46,MLS - Main Lab,4.92,5.92,2040,Laboratory in Physical Anthropology 2,2XXX,AS,ANTH,SS,0,1,P  - In Person,Lower,1,1,,,0,009,ANTH,Anthropology,,20141,
